Animal_ID,ToeClip,BC_Cage,Treatment,SVL,Week,Mass,Perc.WeightLoss,Regeneration,Rate_Reg,Rate_Perc,Perc.Regeneration,Eggs 
BC039,1455,32,DR.IGF1,46,1,2.104,18.00467654,0,,,0,0
BC048,1513,28,AdLib,48,1,2.215,18.3560634,0,,,0,0
BC099,1/2111,9,AdLib,48,1,3.363,8.489795918,0,,,0,0
BC121,2203,32,DR.IGF1,48,1,2.046,21.30769231,0,,,0,0
BC144,2301,39,DR,44,1,2.025,23.81489842,0,,,0,0
BC158,2330,28,DR.IGF2,44,1,2.158,18.19560273,0,,,0,0
BC161,2333,8,AdLib,42,1,2.063,16.17228769,0,,,0,0
BC174,2411,36,DR.IGF1,47,1,1.85,42.77760594,0,,,0,0
BC181,2425,39,DR,51,1,2.237,17.08673091,0,,,0,0
BC184,2432,39,DR,46,1,2.458,19.6206671,0,,,0,0
BC197,2510,28,DR.IGF1,45,1,2.285,17.21014493,,,,0,0
BC205,2523,15,DR.IGF2,47,1,1.828,35.47476174,0,,,0,0
BC211,2550,28,AdLib,46,1,2.296,23.84742952,0,,,0,1
BC214,2555,8,DR,46,1,2.812,17.26978523,0,,,0,0
BC234,3505,NA,DR.IGF1,45,1,,,,,,,
BC260,3150,32,DR,43,1,,,,,,,
BC265,3200,11,DR.IGF1,46,1,2.463,12.19251337,0,,,0,0
BC266,3201,11,DR.IGF2,49,1,2.396,20.15994668,0,,,0,0
BC268,3203,11,DR,49,1,3.006,22.64539372,0,,,0,0
BC272,3212,11,DR.IGF2,46,1,2.38,19.94618231,0,,,0,0
BC274,3215,11,AdLib,47,1,2.479,17.33911304,0,,,0,0
BC275,3220,8,AdLib,46,1,1.825,18.19811744,0,,,0,0
BC276,3221,11,AdLib,45,1,2.282,17.25888325,0,,,0,0
BC280,3230,11,DR.IGF1,50,1,2.747,20.21492884,0,,,0,0
BC284,3235,36,AdLib,43,1,,,,,,,
BC288,3253,32,DR.IGF1,47,1,,,,,,,
BC290,3300,32,DR.IGF2,45,1,2.201,15.15034695,0,,,0,1
BC298,3313,36,DR.IGF2,47,1,1.97,14.93955095,0,,,0,0
BC312,3351,28,DR.IGF2,45,1,2.113,9.391080617,0,,,0,0
BC315,3355,15,DR,47,1,2.64,29.26045016,0,,,0,0
BC316,3400,8,DR.IGF2,48,1,,,,,,,
BC322,3411,15,DR,46,1,,,,,,,
BC327,3421,32,DR.IGF1,47,1,2.865,5.195234944,0,,,0,0
BC333,3435,36,AdLib,42,1,1.812,14.28571429,0,,,0,0
BC335,3451,35,AdLib,48,1,1.964,7.576470588,0,,,0,0
BC336,3452,35,DR.IGF2,47,1,2.243,19.86423723,0,,,0,0
BC337,3453,35,DR.IGF2,46,1,2.245,23.40498124,0,,,0,0
BC338,3455,35,DR,45,1,1.992,25.28132033,0,,,0,0
BC344,3510,31,DR.IGF2,46,1,2.698,14.48494453,0,,,0,0
BC350,3521,29,DR.IGF2,48,1,,,,,,,
BC351,3522,29,DR,50,1,3.379,20.84797376,0,,,0,0
BC352,3523,29,DR.IGF2,48,1,2.233,31.03767758,0,,,0,0
BC360,3551,25,DR,47,1,2.655,18.88175985,0,,,0,1
BC361,3552,25,AdLib,49,1,2.748,12.95533735,0,,,0,1
BC362,3555,25,DR.IGF1,45,1,1.946,23.17410186,0,,,0,0
BC364,4000,25,DR,44,1,1.796,18.17767654,0,,,0,0
BC380,4031,20,DR,46,1,,,,,,,
BC383,4035,20,DR,45,1,2.402,29.7866121,0,,,0,0
BC384,4050,19,AdLib,46,1,,,,,,,
BC386,4052,19,DR,45,1,2.149,23.11270125,0,,,0,0
BC392,4103,39,DR.IGF2,47,1,2.511,23.93214178,0,,,0,1
BC393,4105,39,DR.IGF1,45,1,2.333,11.79584121,0,,,0,0
BC401,4122,32,DR.IGF1,45,1,,,,,,,
BC402,4123,28,DR.IGF2,47,1,2.565,24.20212766,0,,,0,0
BC403,4125,28,AdLib,43,1,2.56,5.044510386,0,,,0,0
BC410,4151,18,AdLib,47,1,2.054,31.85136032,0,,,0,0
BC413,4155,18,DR.IGF1,47,1,2.094,28.7755102,0,,,0,0
BC433,4250,45,DR.IGF1,46,1,2.541,13.39468303,0,,,0,0
BC434,4251,45,AdLib,43,1,2.206,6.04770017,0,,,0,0
BC435,4252,45,DR.IGF2,48,1,2.9,21.57923202,0,,,0,0
BC436,4253,45,DR,45,1,2.569,19.21383648,0,,,0,0
BC452,4325,45,DR.IGF1,49,1,2.935,15.95074456,0,,,0,0
BC457,4335,46,AdLib,47,1,2.605,21.29909366,0,,,0,0
BC460,4352,46,DR.IGF1,47,1,2.417,27.1768605,0,,,0,0
BC461,4353,46,DR.IGF1,47,1,2.758,13.83942518,0,,,0,1
BC464,4401,46,DR.IGF1,45,1,2.088,17.53554502,0,,,0,0
BC475,4503,50,DR,46,1,2.192,18.02543007,0,,,0,0
BC476,4505,50,AdLib,47,1,2.143,7.149046794,0,,,0,1
BC477,4510,50,AdLib,49,1,3.513,12.13106553,0,,,0,0
BC512,5030,59,DR.IGF2,49,1,1.945,25.30721966,0,,,0,0
BC535,5133,39,AdLib,43,1,2.344,9.42812983,0,,,0,0
BC539,5152,28,DR.IGF2,46,1,,,,,,,
BC546,5205,29,DR.IGF2,45,1,2.231,26.36963696,0,,,0,0
BC556,5225,50,DR.IGF1,46,1,2.303,19.3627451,0,,,0,0
BC560,5233,NA,DR.IGF1,44,1,2.203,13.43811395,0,,,0,0
BC561,5235,NA,DR,49,1,2.61,16.45326504,0,,,0,0
BC563,5251,NA,DR.IGF1,45,1,,,,,,,
BC566,5255,59,AdLib,49,1,3.198,7.705627706,0,,,0,1
BC514,5032,59,DR,46,1,,,,,,,
BC538,5151,32,DR,45,1,3.096,-32.42087254,0,,,0,0
BC039,1455,32,DR.IGF1,46,2,2.07,19.32969602,0.15,0.15,0.217391304,0.217391304,1
BC048,1513,28,AdLib,48,2,2.389,11.94249908,0.1,0.1,0.166666667,0.166666667,0
BC099,1/2111,9,AdLib,48,2,3.589,2.340136054,0.15,0.15,0.205479452,0.205479452,2
BC121,2203,32,DR.IGF1,48,2,2.065,20.57692308,0.05,0.05,0.065789474,0.065789474,0
BC144,2301,39,DR,44,2,2.078,21.82091798,0.1,0.1,0.14084507,0.14084507,0
